id,term,ontoid,ontolabel,characterr,characterstate,source
2115,projection,UBERON:0004529;,"anatomical projection;",description,"transversely compressed , with the reduction of these projections",earlyevolutionofarchosaurs-1.xml_d7842597-c38a-457b-9159-10d3d9e31cb7_f48c64c5-bd9a-4f25-ad8f-8f49589835d1.txt-0
2116,promaxillary,,,character,"maxilla , promaxillary foramen :",earlyevolutionofarchosaurs-1.xml_e25d4fc6-f521-4b89-8192-ad8403f9a460.txt-0
2117,prong,,,character,"distal tarsal 4 , posterior prong :",earlyevolutionofarchosaurs-1.xml_238d3eeb-229a-4707-91bb-051bf067990d.txt-0
2118,prootic,TAO:0000575,prootic,description,"contacts prootic",earlyevolutionofarchosaurs-1.xml_06f94251-bcc2-4130-bdf4-6b2d9a5060cb_830c6cc1-3e67-4587-a3f0-b3e12a1faed6.txt-0
2119,prootic,TAO:0000575,prootic,description,"does not contact prootic",earlyevolutionofarchosaurs-1.xml_06f94251-bcc2-4130-bdf4-6b2d9a5060cb_86b1788a-8f17-446e-bad0-f3d22adeadc5.txt-0
2120,prootic,TAO:0000575,prootic,description,"largely restricted to prootic",earlyevolutionofarchosaurs-1.xml_24eea55f-5f17-4871-b068-df16d58539cb_22151151-4098-4b5b-bd5d-c89f4cc75172.txt-0
2121,prootic,TAO:0000575,prootic,character,"prootic_opisthotic contact :",earlyevolutionofarchosaurs-1.xml_27161789-578c-45e5-bb52-465b5a38e1ec.txt-0
2122,prootic,TAO:0000575,prootic,description,"does not or barely makes contact with prootic anteroventral to fenestra ovalis",earlyevolutionofarchosaurs-1.xml_2a9a6424-ab0c-4043-938d-5cf36cf9b516_5f4dcf4c-b77f-4d7a-a613-63356e2ebdb2.txt-0
2123,prootic,TAO:0000575,prootic,description,"has extended contact with prootic",earlyevolutionofarchosaurs-1.xml_2a9a6424-ab0c-4043-938d-5cf36cf9b516_97bfa276-07d4-44f4-9406-a2cab2aa352d.txt-0
2124,prootic,TAO:0000575,prootic,character,"prootic , ridge on lateral surface of inferior anterior process ventral to the trigeminal foramen :",earlyevolutionofarchosaurs-1.xml_3a8ef377-33b0-4d84-b695-4a4c286a14c9.txt-0
2125,prootic,TAO:0000575,prootic,description,"at least partially subdivided by prootic",earlyevolutionofarchosaurs-1.xml_c0237c89-751d-4525-9111-22a423b1657e_4146b8a9-86bc-48ed-b1f8-9bcfe2a81619.txt-0
2126,prootic,TAO:0000575,prootic,description,"ossified mainly by prootic and laterosphenoid , such that laterosphenoid_parabasisphenoid contact is absent",earlyevolutionofarchosaurs-1.xml_c3e5f6c4-1f16-43ea-adfa-7704a5855f8f_30615353-70ce-4ca7-b8d8-637b0b55f007.txt-0
2127,prootic,TAO:0000575,prootic,description,"within prootic only",earlyevolutionofarchosaurs-1.xml_c5346ba7-1a50-4221-9c1b-7e2496e4da98_13181d4f-37d9-4422-a015-35721e6afdc7.txt-0
2128,prootic,TAO:0000575,prootic,description,"between parabasisphenoid and prootic",earlyevolutionofarchosaurs-1.xml_c5346ba7-1a50-4221-9c1b-7e2496e4da98_827e471e-7f47-41de-bdf1-553cc40e3bf7.txt-0
2129,prootic-opisthotic,,,character,"prootic_opisthotic contact :",earlyevolutionofarchosaurs-1.xml_27161789-578c-45e5-bb52-465b5a38e1ec.txt-0
2130,pteroid,,,character,"pteroid bone :",earlyevolutionofarchosaurs-1.xml_886082b9-f430-40b0-86bd-71eff2eed5ad.txt-0
2131,pterygoid,UBERON:3000521;,pterygoid;,character,"pterygoid , teeth , on transverse process :",earlyevolutionofarchosaurs-1.xml_4633f516-2440-450b-9406-4fd71c3c3848.txt-0
2132,pterygoid,UBERON:3000521;,pterygoid;,description,"forms all of the lateral edge of the lateral pterygoid flange",earlyevolutionofarchosaurs-1.xml_595c9b5d-4125-4d01-b7a4-4795489adb2d_3e78af1b-e991-49be-acf7-0e2ea0f81dbf.txt-0
2133,pterygoid,UBERON:3000521;,pterygoid;,description,"does not form or forms some of the lateral edge of the lateral pterygoid flange",earlyevolutionofarchosaurs-1.xml_595c9b5d-4125-4d01-b7a4-4795489adb2d_e218b4f5-242f-4df2-a396-4ced00c5d0e1.txt-0
2134,pterygoid,UBERON:3000521;,pterygoid;,character,"palatine_pterygoid , fenestra :",earlyevolutionofarchosaurs-1.xml_82fb044c-924d-4848-bbc0-5e53d4623567.txt-0
2135,pterygoid,UBERON:3000521;,pterygoid;,character,"pterygoid , teeth , on palatal process :",earlyevolutionofarchosaurs-1.xml_dec0866b-3e24-4b19-a6a1-4934371968e6.txt-0
2136,pterygoid,UBERON:3000521;,pterygoid;,character,"pterygoid_ectopterygoid , articulation :",earlyevolutionofarchosaurs-1.xml_def96238-ffe7-4786-b055-b63d9d8d5040.txt-0
2137,pterygoid,UBERON:3000521;,pterygoid;,description,"ectopterygoid dorsal to pterygoid",earlyevolutionofarchosaurs-1.xml_def96238-ffe7-4786-b055-b63d9d8d5040_c2da29f6-6ea3-4f61-b28d-17e30d9ccdec.txt-0
2138,pterygoid,UBERON:3000521;,pterygoid;,description,"ectopterygoid ventral to pterygoid",earlyevolutionofarchosaurs-1.xml_def96238-ffe7-4786-b055-b63d9d8d5040_c65bc72e-d606-46e1-9b40-2284bc5c6656.txt-0
2139,pterygoid,UBERON:3000521;,pterygoid;,character,"denticles on pterygoid",Anderson_2007.xml_07ea47b9-054e-4a6b-8cd0-8e3c0a68809d.txt-0
2140,pterygoid,UBERON:3000521;,pterygoid;,character,"lateral process of palatal pterygoid",Anderson_2007.xml_4ff297e7-ff8d-4af2-90b4-7a1816d89a57.txt-0
2141,pterygoid,UBERON:3000521;,pterygoid;,character,"pterygoid vomer contact",Anderson_2007.xml_52625515-3856-4539-a1a5-e04d1fc43057.txt-0
2142,pterygoid,UBERON:3000521;,pterygoid;,character,"pterygoid exoccipital contact",Anderson_2007.xml_65e833bb-577d-46cf-882a-19aa73bc32c6.txt-0
2143,pterygoid,UBERON:3000521;,pterygoid;,character,"teeth on pterygoid",Anderson_2007.xml_d2c9d276-4ecc-47ee-93e0-2d64dd13b335.txt-0
2144,pterygoid,UBERON:3000521;,pterygoid;,description,"no contact via blockage by pterygoid elements",Swartz_2012.xml_9d379bfb-8206-4568-9964-51a6afffed98_92147830-8929-45c1-806c-e38c5c01309e.txt-0
2145,pterygoid,UBERON:3000521;,pterygoid;,character,"pterygoids contact anteriorly",Anderson_2007.xml_c0229ef4-035a-4912-9de7-4d51104beaee.txt-0
2146,pterygoid-ectopterygoid,,,character,"pterygoid_ectopterygoid , articulation :",earlyevolutionofarchosaurs-1.xml_def96238-ffe7-4786-b055-b63d9d8d5040.txt-0
2147,pubic,,,character,"pubis , pubic apron , proximal portion :",earlyevolutionofarchosaurs-1.xml_3065a5fb-0992-403a-b5fd-f27127b65951.txt-0
2148,pubic,,,description,"similar anteroposterior thickness as the rest of the pubic apron",earlyevolutionofarchosaurs-1.xml_3065a5fb-0992-403a-b5fd-f27127b65951_ca1c594a-774d-4954-8cb5-5f86dd3b08c7.txt-0
2149,pubic,,,description,"confluent with the pubic peduncle",earlyevolutionofarchosaurs-1.xml_542bbb63-c63d-47ec-80cf-1821d0c43083_2fb0bebe-3bc2-4878-925b-e3f326a1d320.txt-0
2150,pubic,,,description,"offset from the pubic peduncle by a notch",earlyevolutionofarchosaurs-1.xml_542bbb63-c63d-47ec-80cf-1821d0c43083_3aa4855d-6143-424b-872e-83f276d26181.txt-0
2151,pubis,UBERON:0001275;,pubis;,character,"pubis , lateral side of the shaft :",earlyevolutionofarchosaurs-1.xml_0ac35e03-64c6-4340-8b90-6faf31f82c22.txt-0
2152,pubis,UBERON:0001275;,pubis;,character,"pubis , length :",earlyevolutionofarchosaurs-1.xml_134cf702-eb74-413e-8492-dac38a77d797.txt-0
2153,pubis,UBERON:0001275;,pubis;,character,"pubis , expanded distal margin :",earlyevolutionofarchosaurs-1.xml_163287a8-b336-4067-8769-262ba36466d1.txt-0
2154,pubis,UBERON:0001275;,pubis;,description,"greater than 33 % of the length of the shaft of the pubis",earlyevolutionofarchosaurs-1.xml_163287a8-b336-4067-8769-262ba36466d1_872f3a7f-eac7-43bf-80a3-9b6796698641.txt-0
2155,pubis,UBERON:0001275;,pubis;,description,"shorter than 33 % of the length of the shaft of the pubis",earlyevolutionofarchosaurs-1.xml_163287a8-b336-4067-8769-262ba36466d1_f2af96b1-82cc-423a-b82a-da83b4fa9a94.txt-0
2156,pubis,UBERON:0001275;,pubis;,character,"proximal portion of the pubis :",earlyevolutionofarchosaurs-1.xml_21fdcfb8-78e7-478d-8f53-5845749229e9.txt-0
2157,pubis,UBERON:0001275;,pubis;,character,"pubis , pubic apron , proximal portion :",earlyevolutionofarchosaurs-1.xml_3065a5fb-0992-403a-b5fd-f27127b65951.txt-0
2158,pubis,UBERON:0001275;,pubis;,character,"pubis , obturator foramen :",earlyevolutionofarchosaurs-1.xml_337c9444-1010-4604-993d-cced2ad10f5d.txt-0
2159,pubis,UBERON:0001275;,pubis;,character,"pubis , orientation :",earlyevolutionofarchosaurs-1.xml_73142607-ce2b-46f7-a549-f94276893ff1.txt-0
2160,pubis,UBERON:0001275;,pubis;,character,"pubis , length :",earlyevolutionofarchosaurs-1.xml_93244f7f-ce6a-4c0b-b935-84bbb4242432.txt-0
2161,pubis,UBERON:0001275;,pubis;,character,"pubis , distal end :",earlyevolutionofarchosaurs-1.xml_99001068-9369-4560-a423-f8f1433864a2.txt-0
2162,pubis,UBERON:0001275;,pubis;,character,"pubis , prepubic process :",earlyevolutionofarchosaurs-1.xml_b7058e2c-e33c-462e-819d-9e00efe01bd4.txt-0
2163,pubis,UBERON:0001275;,pubis;,character,"ischio_pubis contact :",earlyevolutionofarchosaurs-1.xml_c43bf2a7-fdb1-4a6a-b97b-d80010223f42.txt-0
2164,pubis,UBERON:0001275;,pubis;,character,"pubis , expanded distal margin :",earlyevolutionofarchosaurs-1.xml_dc19ddac-e766-473d-9d8d-2a4ea9c56cb5.txt-0
2165,pubis,UBERON:0001275;,pubis;,description,"articular surfaces with the ilium and the pubis separated by a large concave surface",earlyevolutionofarchosaurs-1.xml_e57096f9-31d6-4c1c-9adf-4e7cbba01873_0252c1b4-6717-4c39-8f4e-73ceef848476.txt-0
2166,pubis,UBERON:0001275;,pubis;,description,"articular surfaces with the ilium and the pubis continuous but separated by a fossa",earlyevolutionofarchosaurs-1.xml_e57096f9-31d6-4c1c-9adf-4e7cbba01873_02d7942a-fd94-4310-92b9-8a885714ec7f.txt-0
2167,pubis,UBERON:0001275;,pubis;,description,"articular surfaces with the ilium and the pubis continuous",earlyevolutionofarchosaurs-1.xml_e57096f9-31d6-4c1c-9adf-4e7cbba01873_968b29af-7c71-4693-9f9c-006c8400d817.txt-0
2168,pubis,UBERON:0001275;,pubis;,character,"pubis , distal pubis mediolateral width :",earlyevolutionofarchosaurs-1.xml_fa1ec14b-0e8a-4f4a-bedc-88cc9f279331.txt-0
2169,pubis,UBERON:0001275;,pubis;,description,"expanded dorsally , height markedly taller than the dorsal portion of the supra_acetabular rim to the pubis_ischium contact",earlyevolutionofarchosaurs-1.xml_fd9730b8-6f1b-48cd-9f40-f422db999609_0161d637-7966-4239-ad05-b0fd1ff3fd79.txt-0
2170,pubis,UBERON:0001275;,pubis;,description,"height about the same or shorter than the distance from the dorsal portion of the supra_acetabular rim to the pubis_ischium contact",earlyevolutionofarchosaurs-1.xml_fd9730b8-6f1b-48cd-9f40-f422db999609_51498efb-2cb7-4ef6-9739-8eb3fdec7836.txt-0
2171,pubis-ischium,,,description,"expanded dorsally , height markedly taller than the dorsal portion of the supra_acetabular rim to the pubis_ischium contact",earlyevolutionofarchosaurs-1.xml_fd9730b8-6f1b-48cd-9f40-f422db999609_0161d637-7966-4239-ad05-b0fd1ff3fd79.txt-0
2172,pubis-ischium,,,description,"height about the same or shorter than the distance from the dorsal portion of the supra_acetabular rim to the pubis_ischium contact",earlyevolutionofarchosaurs-1.xml_fd9730b8-6f1b-48cd-9f40-f422db999609_51498efb-2cb7-4ef6-9739-8eb3fdec7836.txt-0
2173,puboischiadic,,,character,"puboischiadic plate spans",Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.txt-0
2174,quadrate,TAO:0000621,quadrate,character,"quadrate :",earlyevolutionofarchosaurs-1.xml_06f94251-bcc2-4130-bdf4-6b2d9a5060cb.txt-0
2175,quadrate,TAO:0000621,quadrate,character,"quadrate , body :",earlyevolutionofarchosaurs-1.xml_55cc63c0-27ef-4217-87c1-bf23849e74f4.txt-0
2176,quadrate,TAO:0000621,quadrate,character,"quadrate , distal articular margin :",earlyevolutionofarchosaurs-1.xml_75774cbe-cece-4543-a698-ab3a5fdb4bad.txt-0
2177,quadrate,TAO:0000621,quadrate,character,"quadrate , dorsoventrally oriented crest located on the posterior side :",earlyevolutionofarchosaurs-1.xml_956027cf-3a31-4076-a34e-a58690ba6f29.txt-0
2178,quadrate,TAO:0000621,quadrate,description,"does not extend posterior to the head of the quadrate",earlyevolutionofarchosaurs-1.xml_be43bca0-c1fe-4d08-8741-33ffb581cba8_51d596f6-98d0-48ad-b48a-147979fe2d19.txt-0
2179,quadrate,TAO:0000621,quadrate,description,"extends posterior to the head of the quadrate",earlyevolutionofarchosaurs-1.xml_be43bca0-c1fe-4d08-8741-33ffb581cba8_ed5a5915-03e2-4f15-b998-8a2086a7ca77.txt-0
2180,quadrate,TAO:0000621,quadrate,character,"quadratojugal and quadrate , suture between the elements , foramen :",earlyevolutionofarchosaurs-1.xml_c2813d3e-8323-4735-8286-1f1fe431337e.txt-0
2181,quadrate,TAO:0000621,quadrate,character,"quadrate , dorsal head :",earlyevolutionofarchosaurs-1.xml_dd0bbd2a-aa2e-40fb-a887-e5341637b739.txt-0
2182,quadrate,TAO:0000621,quadrate,character,"quadrate , angled :",earlyevolutionofarchosaurs-1.xml_e1776787-0ea5-4a61-8bdf-9e1b9d6beeed.txt-0
2183,quadrate,TAO:0000621,quadrate,character,"quadrate , head :",earlyevolutionofarchosaurs-1.xml_ea943342-4f9a-4906-8d42-53696718166e.txt-0
2184,quadrate,TAO:0000621,quadrate,character,"quadrate_internal flange of squamosal",Anderson_2007.xml_8a71942f-03bc-4e4e-8841-e40edef1fa55.txt-0
2185,quadrate,TAO:0000621,quadrate,character,"entopterygoid_quadrate ramus margin in the subtemporal fossa",Swartz_2012.xml_709d6a33-4e88-4dae-bdc7-b80bb3ba4ecc.txt-0
2186,quadrate-internal,,,character,"quadrate_internal flange of squamosal",Anderson_2007.xml_8a71942f-03bc-4e4e-8841-e40edef1fa55.txt-0
2187,quadratojugal,UBERON:0011267;,"quadratojugal bone;",description,"is split by the anterior process of the quadratojugal",earlyevolutionofarchosaurs-1.xml_115c69eb-3ad5-4314-b499-74c28584f073_2677c7be-1df3-4194-9521-5913c89f1f0b.txt-0
2188,quadratojugal,UBERON:0011267;,"quadratojugal bone;",description,"splits the anterior process of the quadratojugal",earlyevolutionofarchosaurs-1.xml_115c69eb-3ad5-4314-b499-74c28584f073_419a8b11-0c81-4bb5-9620-52ee458c8ca5.txt-0
2189,quadratojugal,UBERON:0011267;,"quadratojugal bone;",description,"ventral to the anterior process of the quadratojugal",earlyevolutionofarchosaurs-1.xml_115c69eb-3ad5-4314-b499-74c28584f073_da0a8814-c343-4223-8e73-e4a72578b145.txt-0
2190,quadratojugal,UBERON:0011267;,"quadratojugal bone;",description,"lies dorsal to the anterior process of the quadratojugal",earlyevolutionofarchosaurs-1.xml_115c69eb-3ad5-4314-b499-74c28584f073_f36c44f0-e822-4c06-be84-bd6eb4c9efc4.txt-0
2191,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"quadratojugal :",earlyevolutionofarchosaurs-1.xml_a199817b-e92b-4ed4-a51a-7254d75f3e8c.txt-0
2192,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"quadratojugal and quadrate , suture between the elements , foramen :",earlyevolutionofarchosaurs-1.xml_c2813d3e-8323-4735-8286-1f1fe431337e.txt-0
2193,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,quadratojugal,earlyevolutionofarchosaurs-1.xml_e0ecd4df-a01f-4156-9174-f509804f7b4b.txt-0
2194,quadratojugal,UBERON:0011267;,"quadratojugal bone;",description,"quadratojugal / postorbital , contact :",earlyevolutionofarchosaurs-1.xml_e0ecd4df-a01f-4156-9174-f509804f7b4b_98de9ecd-36a0-4611-a11c-7987d2eccdc4.txt-0
2195,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"quadratojugal , lateral surface :",earlyevolutionofarchosaurs-1.xml_e177f529-eef3-4691-a8f9-534aa46225a8.txt-0
2196,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"jugal , anterior extent of the slot for the quadratojugal :",earlyevolutionofarchosaurs-1.xml_e66dc555-2541-4984-87c2-877a5bda2967.txt-0
2197,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"quadratojugal , shape :",earlyevolutionofarchosaurs-1.xml_f2bdd983-2a37-4a19-8937-3dfe124c577f.txt-0
2198,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"jugal_quadratojugal , contact :",earlyevolutionofarchosaurs-1.xml_fcf3293b-e677-4ccb-9384-cdd11ab1a4d5.txt-0
2199,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,quadratojugal_jugal,Anderson_2007.xml_c3804dea-ace4-4a3e-a9eb-68b70562fa57.txt-0
2200,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,quadratojugal_maxilla,Anderson_2007.xml_d3df9b84-1955-46b5-bf14-caf3775133fa.txt-0
2201,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,quadratojugal,Anderson_2007.xml_fc6b942a-48dd-4a55-86d8-f7b6845958f5.txt-0
2202,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"jugal_quadratojugal contact",Swartz_2012.xml_0184da9b-9477-4e5b-97b8-527ce9cdbef4.txt-0
2203,quadratojugal,UBERON:0011267;,"quadratojugal bone;",character,"quadratojugal , squamosal and preopercular fused",Swartz_2012.xml_21b79e2f-c16a-4e2d-8480-b5dc6d9f5259.txt-0
2204,quadratojugal-jugal,,,character,quadratojugal_jugal,Anderson_2007.xml_c3804dea-ace4-4a3e-a9eb-68b70562fa57.txt-0
2205,quadratojugal-maxilla,,,character,quadratojugal_maxilla,Anderson_2007.xml_d3df9b84-1955-46b5-bf14-caf3775133fa.txt-0
2206,radial,UBERON:2000271;,radial;,character,"posterior radials in posterior dorsal fin",Swartz_2012.xml_006f88b6-b9c4-48ce-b83f-7c677ed527fe.txt-0
2207,radial,UBERON:2000271;,radial;,character,"articulations for more than two radials on ulnare",Swartz_2012.xml_66b1bbcc-0f81-456f-a445-a5645a9e5e3b.txt-0
2208,radial,UBERON:2000271;,radial;,character,"epichordal radials in caudal fin",Swartz_2012.xml_8e4002f7-26ce-4acd-ab1f-424ac1a10a81.txt-0
2209,radial,UBERON:2000271;,radial;,character,radials,Swartz_2012.xml_acdad302-3875-455b-b111-b57d1c9ea3c4.txt-0
2210,radial,UBERON:2000271;,radial;,character,"branched radials distal to the ulnare",Swartz_2012.xml_db5dbd55-434c-4db0-97b3-6bf45c51a672.txt-0
2211,radius,TAO:0002118,radius,character,"radius , length :",earlyevolutionofarchosaurs-1.xml_4d080523-c6c2-48c6-aef9-6e7b93ba20ca.txt-0
2212,radius,TAO:0002118,radius,character,"radius , distal end :",earlyevolutionofarchosaurs-1.xml_62935d90-9178-4ac2-9800-f0c2d47b7107.txt-0
2213,radius,TAO:0002118,radius,description,"more than 0 . 3 but less than 0 . 4 of the total length of humerus plus radius",earlyevolutionofarchosaurs-1.xml_d4deed92-ebde-499d-96bd-f54c46a05c51_551b6205-15a4-4b13-8d91-31a3e3fb3d45.txt-0
2214,radius,TAO:0002118,radius,description,"accounts for less than 0 . 3 of the total length of humerus plus radius",earlyevolutionofarchosaurs-1.xml_d4deed92-ebde-499d-96bd-f54c46a05c51_81937e4f-014d-497b-9f83-510872dccfc3.txt-0
2215,radius,TAO:0002118,radius,description,"more than 0 . 4 of the total length of humerus plus radius",earlyevolutionofarchosaurs-1.xml_d4deed92-ebde-499d-96bd-f54c46a05c51_89a8c8aa-5b53-479d-ab08-34d35e30456c.txt-0
2216,radius,TAO:0002118,radius,character,"humerus radius ratio",Anderson_2007.xml_7c15249b-2e3b-4bac-8412-185aa1690aa1.txt-0
2217,radius,TAO:0002118,radius,character,"radius and ulna",Swartz_2012.xml_67f7b0ce-4e48-4e54-ac14-23caec534f80.txt-0
2218,radius,TAO:0002118,radius,description,"radius much longer than ulna",Swartz_2012.xml_67f7b0ce-4e48-4e54-ac14-23caec534f80_ea5faaec-7979-43de-b6ce-1384634129a8.txt-0
2219,radius,TAO:0002118,radius,character,"shape of radius",Swartz_2012.xml_d1281dd6-ef5e-494b-927d-c07c8428f0f7.txt-0
2220,radius,TAO:0002118,radius,character,"transverse joint at the level of the ulnare , intermedium and radius",Swartz_2012.xml_e90f9d62-a56f-4eca-9d02-9b557f9b18be.txt-0
2221,raker,,,description,"interdigitating rakers",Anderson_2007.xml_382afe44-5ccc-4cb4-a27d-9e0561997c91_5e380386-eac4-449a-b7c0-909c19517f18.txt-0
2222,ramus,,,character,"opisthotic , distal end of the ventral ramus :",earlyevolutionofarchosaurs-1.xml_2a9a6424-ab0c-4043-938d-5cf36cf9b516.txt-0
2223,ramus,,,character,"opisthotic , ventral ramus :",earlyevolutionofarchosaurs-1.xml_5627ed6b-b20e-4849-97bf-cd6496d35fd8.txt-0
2224,ramus,,,description,"possesses a posterolateral process that envelops part of the anterior ramus of the lacrimal",earlyevolutionofarchosaurs-1.xml_716504ad-eb50-4cfa-9434-c76de0ce364b_dd5b61b7-bf40-4f05-bf40-679620fb8ac4.txt-0
2225,ramus,,,description,"does not possess a posterolateral process that envelops part of the anterior ramus of the lacrimal",earlyevolutionofarchosaurs-1.xml_716504ad-eb50-4cfa-9434-c76de0ce364b_e07807d5-0eb3-4cdf-9a79-55348bdbfaf3.txt-0
2226,ramus,,,description,"anteroposterior length more than maximum depth of dentary ramus but",earlyevolutionofarchosaurs-1.xml_9d7832bb-1058-4737-8155-2023fbc76cd9_b402f55b-86d7-40ac-9fde-e4c78c3e0253.txt-0
2227,ramus,,,description,"border entirely ossified such that the ventral ramus of the opisthotic forms a perilymphatic loop incorporating a loop closure suture with itself",earlyevolutionofarchosaurs-1.xml_d74b6b24-cdca-4034-b5dd-6baacf578fa9_de4c8c62-8c1a-467b-9509-52e66552fa1e.txt-0
2228,ramus,,,character,"entopterygoid_quadrate ramus margin in the subtemporal fossa",Swartz_2012.xml_709d6a33-4e88-4dae-bdc7-b80bb3ba4ecc.txt-0
2229,ranodm,,,description,"multiple ranodm",Anderson_2007.xml_52243cea-166b-494e-b8db-e932d928930d_639c8594-7004-45f5-b358-936cca773ae7.txt-0
2230,recess,,,character,"parabisisphenoid , anterior tympanic recess on the lateral side of the braincase :",earlyevolutionofarchosaurs-1.xml_1cb2ba55-b8b2-47ba-97dd-f6bbf60ef5ff.txt-0
2231,recess,,,character,"auricular recess :",earlyevolutionofarchosaurs-1.xml_24eea55f-5f17-4871-b068-df16d58539cb.txt-0
2232,recess,,,description,"substantially elongated in the region between the basal tubera and the basipterygoid processes , such that the median pharyngeal recess is dorsoventrally extended and trough_like",earlyevolutionofarchosaurs-1.xml_2a82be5f-b608-476a-b69c-60bc3d32b24a_f09e1fa0-1ea0-42b0-9701-f73fdb335abc.txt-0
2233,recess,,,character,"ectopterygoid , ventral recess :",earlyevolutionofarchosaurs-1.xml_4778171a-9a84-4d2b-978c-82652aac58b6.txt-0
2234,recess,,,description,"lagena / cochlea recess :",earlyevolutionofarchosaurs-1.xml_58b54c46-a403-4a1e-87e0-bdb15d81b018_3813741b-e922-4474-a164-d3f3008057ef.txt-0
2235,recess,,,character,"parabasisphenoid , recess :",earlyevolutionofarchosaurs-1.xml_7f0b5cbc-56a5-4bb4-a58e-13243fd20f51.txt-0
2236,recess,,,character,"basiocciptial , deep recess on the ventral surface :",earlyevolutionofarchosaurs-1.xml_ad611d36-29a4-403e-9367-df7954867ede.txt-0
2237,recess,,,character,"cervical vertebrae , deep recesses on the anterior face of the neural arch , lateral to the neural canal :",earlyevolutionofarchosaurs-1.xml_8ca51e38-30de-4524-88f7-6f1ed0550241.txt-0
2238,reduction,,,description,"transversely compressed , with the reduction of these projections",earlyevolutionofarchosaurs-1.xml_d7842597-c38a-457b-9159-10d3d9e31cb7_f48c64c5-bd9a-4f25-ad8f-8f49589835d1.txt-0
2239,region,,,description,"distinct , proximally raised region on the posterior portion",earlyevolutionofarchosaurs-1.xml_1275d800-f66b-4888-88cf-f86710202dc7_43ddb4bd-08bb-434c-b9c9-053e4033ea22.txt-0
2240,region,,,description,"substantially elongated in the region between the basal tubera and the basipterygoid processes , such that the median pharyngeal recess is dorsoventrally extended and trough_like",earlyevolutionofarchosaurs-1.xml_2a82be5f-b608-476a-b69c-60bc3d32b24a_f09e1fa0-1ea0-42b0-9701-f73fdb335abc.txt-0
2241,region,,,character,"hypophysial region",Swartz_2012.xml_c4583955-0364-47a6-b346-91f8cf9efab7.txt-0
2242,region,,,description,"offset distally toward the proximodistal mid_region of anterior margin of humerus",Swartz_2012.xml_c7f18132-1097-4825-bdc2-c7cc71e1ad2b_3eda10cf-1d72-4f75-b9f2-38d4b9a4f874.txt-0
2243,region,,,character,"ethmoid region",Swartz_2012.xml_e6ee1100-95c5-4b5b-9f70-d859618df06d.txt-0
2244,rest,,,description,"similar anteroposterior thickness as the rest of the pubic apron",earlyevolutionofarchosaurs-1.xml_3065a5fb-0992-403a-b5fd-f27127b65951_ca1c594a-774d-4954-8cb5-5f86dd3b08c7.txt-0
2245,retroarticular,TAO:0000422,retroarticular,character,"retroarticular process",Anderson_2007.xml_0cff06a7-10a7-4afe-a50e-c337d53a52f0.txt-0
2246,retroarticular,TAO:0000422,retroarticular,character,"retroarticular process",Anderson_2007.xml_82553fe2-db4d-4b61-a62c-22577de90924.txt-0
2247,rib,TAO:0000538,rib,character,"first primordial sacral , articular surface of sacral rib :",earlyevolutionofarchosaurs-1.xml_2de289ee-beed-4fb0-8dc5-499c68b22470.txt-0
2248,rib,TAO:0000538,rib,character,"second primordial sacral , rib :",earlyevolutionofarchosaurs-1.xml_6bf34353-51f7-4108-9555-cb0408b8ede5.txt-0
2249,rib,TAO:0000538,rib,character,"primordial sacral one , sacral rib :",earlyevolutionofarchosaurs-1.xml_a19cb8c5-7644-43fd-b055-ef692e8cda35.txt-0
2250,rib,TAO:0000538,rib,character,"costal process at rib head",Anderson_2007.xml_21a1af97-52d3-4fe0-8f39-e63c89c31b83.txt-0
2251,rib,TAO:0000538,rib,character,"cervical rib distal shape",Anderson_2007.xml_b4330ce6-4b76-498f-9d3b-02f4e3948d53.txt-0
2252,rib,TAO:0000538,rib,character,"sacral ribs :",earlyevolutionofarchosaurs-1.xml_90c6ed2d-e3e5-48c6-ac82-968a971d8eb6.txt-0
2253,rib,TAO:0000538,rib,description,"incorporated into the sacrum , with their ribs / transverse processes articulating with the pelvis",earlyevolutionofarchosaurs-1.xml_a718d310-975d-4c69-b5af-16af2c8fd1d6_71f24d78-5634-453f-949e-9f62bb9f9c51.txt-0
2254,rib,TAO:0000538,rib,description,"incorporated into the sacrum , with their ribs / transverse processes articulating with the pelvis",earlyevolutionofarchosaurs-1.xml_d0f06d41-5056-4e21-8f1f-d603edb7638f_3a6073e5-8349-4e41-8d73-fe798452c027.txt-0
2255,rib,TAO:0000538,rib,character,"cervical ribs :",earlyevolutionofarchosaurs-1.xml_f0626bc0-c398-46ee-8c8d-63c42c012595.txt-0
