?matrix_label	?char_number	?char_label	?symbol	?state_label	?entity	?entity_label	?quality	?quality_label	?related_entity	?related_entity_label	?attributes
Sidlauskas_Vari_2008.xml	145	Form of complex formed by fourth infrapharyngobranchial and fourth upper pharyngeal tooth-plate	0	unconstricted, not as in state 1	<http://purl.obolibrary.org/obo/UBERON_2001913>	pharyngobranchial 4 element	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001654>	upper pharyngeal 4 tooth plate	structure
Bockman_1998.xml	270	Tamanho da cabeça	1	pequena, menor que 17% do comprimento padrão	<http://purl.obolibrary.org/obo/UBERON_0000033>	head	<http://purl.obolibrary.org/obo/PATO_0000122>	length	<http://purl.obolibrary.org/obo/UBERON_0000468>	multi-cellular organism	size
dePinna_etal_2007.xml	33	Contact between the sphenotic and supraoccipital	1	absent	<http://purl.obolibrary.org/obo/UBERON_2000587>	sphenotic	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0004747>	supraoccipital bone	structure
Trueb_Ross_Smith_2005.xml	40	Proportions of scapula	1	glenoid area more than one-third total length of scapula	<http://purl.obolibrary.org/obo/UBERON_0006657>	glenoid fossa	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_0006849>	scapula	size
Trueb_Ross_Smith_2005.xml	40	Proportions of scapula	0	glenoid area one-third total length of scapula	<http://purl.obolibrary.org/obo/UBERON_0006657>	glenoid fossa	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_0006849>	scapula	size
Sereno_2009.xml	87	Iliac preacetabular (cuppedicus) fossa, transverse width	0	less than pubic peduncle	<http://purl.org/phenoscape/uuid/33a4eb20-3dc5-4298-aca9-d5909c390932>	[bone fossa and (part_of some preacetabular process)]	<http://purl.obolibrary.org/obo/PATO_0000599>	decreased width	<http://purl.obolibrary.org/obo/UBERON_4200118>	pubic peduncle	size
Albert_2001.xml	82	Nasal loop	1	commissure between infraorbital and supraorbital canals extended anteriorly, forming a loop ventrolateral to nasal capsule; antorbital and first infraorbital bones situated near anterior nares	<http://purl.obolibrary.org/obo/UBERON_2001811>	infraorbital sensory canal	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001810>	supraorbital sensory canal	structure
Albert_2001.xml	82	Nasal loop	0	commissure connecting infraorbital and supraorbital laterosensory canals oriented vertically, embedded in integument immediately anterior to eye; antorbital and first intraorbital bones situated near posterior nares	<http://purl.obolibrary.org/obo/UBERON_2001811>	infraorbital sensory canal	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001810>	supraorbital sensory canal	structure
OConnor_etal.xml	207	Tibia, calcaneum, and astragalus	1	complete fusion of tibia, calcaneum, and astragalus	<http://purl.obolibrary.org/obo/UBERON_0000979>	tibia	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_4100001>	obsolete astragalus-calcaneum unit	structure
DiDario_1999.xml	71	Centro pré-ural 1 e paripural	0	fusionados	<http://purl.obolibrary.org/obo/UBERON_2000557>	preural 1 vertebra	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_2000438>	parhypural	structure
Baldwin_Johnson_1996.xml	57	Epipleural on First and Second Vertebrae Fused to Centrum	0	Epipleurals on VI and V2 autogenous	<http://purl.obolibrary.org/obo/UBERON_2000350>	epipleural	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0001092>	vertebral bone 1	structure
Baldwin_Johnson_1996.xml	57	Epipleural on First and Second Vertebrae Fused to Centrum	0	Epipleurals on VI and V2 autogenous	<http://purl.obolibrary.org/obo/UBERON_2000350>	epipleural	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0001093>	vertebral bone 2	structure
Wang_Evans_2006.xml	43	Distal carpal 4 and 5	0	two elements remain separate	<http://purl.obolibrary.org/obo/UBERON_0001433>	distal carpal bone 4	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_0010739>	distal carpal bone 5	structure
OConnor_etal.xml	207	Tibia, calcaneum, and astragalus	0	unfused or poorly co-ossified	<http://purl.obolibrary.org/obo/UBERON_0000979>	tibia	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.obolibrary.org/obo/UBERON_4100001>	obsolete astragalus-calcaneum unit	structure
Baldwin_Johnson_1996.xml	74	Origin of Baudelot's Ligament	0	Baudelot's ligament originates on VI	<http://purl.obolibrary.org/obo/UBERON_2001683>	transcapular ligament	<http://purl.obolibrary.org/obo/PATO_0001667>	attached to	<http://purl.obolibrary.org/obo/UBERON_0001092>	vertebral bone 1	structure
Baldwin_Johnson_1996.xml	74	Origin of Baudelot's Ligament	2	Baudelot's ligament originates on VI and the occiput	<http://purl.obolibrary.org/obo/UBERON_2001683>	transcapular ligament	<http://purl.obolibrary.org/obo/PATO_0001667>	attached to	<http://purl.obolibrary.org/obo/UBERON_0001092>	vertebral bone 1	structure
Baldwin_Johnson_1996.xml	74	Origin of Baudelot's Ligament	2	Baudelot's ligament originates on VI and the occiput	<http://purl.obolibrary.org/obo/UBERON_2001683>	transcapular ligament	<http://purl.obolibrary.org/obo/PATO_0001667>	attached to	<http://purl.obolibrary.org/obo/UBERON_0010323>	cranial skeletal system	structure
Fink_Fink_1981+1996.xml	51	Fifth ceratobranchial	1	enlarged, extending much further dorsally than the other ceratobranchials	<http://purl.org/phenoscape/uuid/0c19161b-03a2-4bcb-bba2-8586d4c41f1a>	[dorsal region and (part_of some ceratobranchial 5 bone)]	<http://purl.obolibrary.org/obo/PATO_0001233>	dorsal to	<http://purl.org/phenoscape/uuid/ad235768-6b99-4c0f-9ae9-618563131516>	[dorsal region and (part_of some ceratobranchial 3 element)]	position
Baldwin_Johnson_1996.xml	74	Origin of Baudelot's Ligament	1	Baudelot's ligament originates on more than one vertebra	<http://purl.obolibrary.org/obo/UBERON_2001683>	transcapular ligament	<http://purl.obolibrary.org/obo/PATO_0001667>	attached to	<http://purl.obolibrary.org/obo/UBERON_0001130>	vertebral column	structure
OConnor_etal.xml	157	Alular metacarpal (I), extensor process	3	tip of extensor process conspicuously surpasses articular facet by approximately the width of facet, producing a pronounced knob	<http://purl.org/phenoscape/uuid/88a4fdd5-8a07-408a-a78a-b1856740bb4b>	[anatomical projection and (part_of some metacarpal bone of digit 1) and (adjacent to some extensor muscle)]	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.org/phenoscape/uuid/1a7f48ff-5731-44ba-a1b9-a6f0b8814200>	[articular surface and (part_of some (distal region and (part_of some proximal phalanx)))]	size
vari-1995.xml	82	Dilatator operculi muscle	0	origin limited to lateral surface of frontal and posterior surface of sphenotic spine, muscle fan-shape	<http://purl.obolibrary.org/obo/UBERON_2000498>	dilator operculi	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	structure
vari-1995.xml	82	Dilatator operculi muscle	0	origin limited to lateral surface of frontal and posterior surface of sphenotic spine, muscle fan-shape	<http://purl.obolibrary.org/obo/UBERON_2000498>	dilator operculi	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001615>	sphenotic spine	structure
Royero_1999.xml	109	Medial tips of first two epibranchials	0	not extending medially in front of third pharyngobranchial	<http://purl.org/phenoscape/uuid/af663586-1b1c-4887-8d70-9730a944b756>	[medial region and (part_of some epibranchial 1 element)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001912>	pharyngobranchial 3 element	position
Ishii_Imamura_2007.xml	2	Second and third infraorbitals and lateral ethmoid	1	attached	<http://purl.obolibrary.org/obo/UBERON_2001408>	infraorbital 3	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000226>	lateral ethmoid	structure
Sidlauskas_Vari_2008.xml	16	Orientation of ventral process of mesethmoid contacting anterior limit of vomer	2	ventral process of mesethmoid horizontally- or slightly posterodorsally-aligned, vomer directly posterior of ventral portion of mesethmoid	<http://purl.org/phenoscape/uuid/96e1c394-45d7-45c1-9362-988e80dd0f75>	[anterior region and (part_of some vomer)]	<http://purl.obolibrary.org/obo/PATO_0001633>	posterior to	<http://purl.org/phenoscape/uuid/bb1a1b44-6da8-4f39-aed7-1ad43eccbd2e>	[anatomical projection and (part_of some (ventral region and (part_of some mesethmoid bone)))]	position
Lundberg_1992.xml	74	Opercle shape	3	very narrow, dorsal and anterior edges meet at ca. 100° angle	<http://purl.org/phenoscape/uuid/d0f8ea70-dd73-4f55-a5e4-103e946c016d>	[dorsal margin and (part_of some opercle)]	<http://purl.obolibrary.org/obo/PATO_0001052>	obtuse angle to	<http://purl.org/phenoscape/uuid/d0f15008-b708-49f7-84b0-be3b0b42322b>	[anterior margin and (part_of some opercle)]	position
OConnor_etal.xml	233	Relative position of metatarsal trochleae	2	trochlea III at same level as trochleae II and IV	<http://purl.org/phenoscape/uuid/0a8d22f9-3fdc-4cb3-bad3-964647a50260>	[trochlear foramen and (part_of some metatarsal bone of digit 3)]	<http://purl.obolibrary.org/obo/PATO_0002443>	level with	<http://purl.org/phenoscape/uuid/2b4ad630-244e-4ef6-8e3d-a87f725ed2a6>	[trochlear foramen and (part_of some metatarsal bone of digit 2)]	position
OConnor_etal.xml	93	Supracoracoid nerve foramen, location relative to dorsal coracoidal fossa	1	inside fossa	<http://purl.obolibrary.org/obo/UBERON_3000778>	supracoracoid foramen	<http://purl.obolibrary.org/obo/PATO_0002261>	located in	<http://purl.org/phenoscape/uuid/36ff0db7-f768-4da7-a7ee-d53977dc338e>	[bone fossa and (part_of some (dorsal surface and (part_of some coracoid bone)))]	position
Zaragueta_2004.xml	42	Neural spine of the second preural centrum	0	shorter than the neural spine of the third preural centrum	<http://purl.org/phenoscape/uuid/8ac1659d-ec5e-41cf-a138-8dfdcd1feeb1>	[neural spine and (part_of some preural 2 vertebra)]	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.org/phenoscape/uuid/381d9ae6-c824-4e24-b5a4-4a98d7d74116>	[neural spine and (part_of some preural vertebra)]	size
Anderson_etal_ 2008.xml	190	Cleithrum head	0	aligned along anterior rim of scapula	<http://purl.obolibrary.org/obo/UBERON_4200033>	cleithrum head	<http://purl.obolibrary.org/obo/PATO_0001653>	aligned with	<http://purl.org/phenoscape/uuid/37ef3531-eefa-4598-9be6-6ae58c5a60f3>	[anterior margin and (part_of some scapula)]	position
Coburn_Cavender_1992.xml	78	Deflection of gnathic ramus	0	strong	<http://purl.org/phenoscape/uuid/a71fb347-b6d9-453a-8174-a40b9250e592>	[anatomical projection and (part_of some dentary)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004742>	dentary	position
Ruta_2003.xml	245	HUM 9 - Distal extremity of ectepicondylar ridge	2	aligned with radial condyle	<http://purl.org/phenoscape/uuid/2be2a8fb-0317-448a-bc17-29f0250315ca>	[distal margin and (part_of some ectepicondylar flange)]	<http://purl.obolibrary.org/obo/PATO_0001653>	aligned with	<http://purl.obolibrary.org/obo/UBERON_0006801>	proximal head of humerus	position
DiDario_2004.xml	161	Posição do simplético em relação ao quadrado - multiestado ordenado	2	margem posterior do simplético posicionada posteriormente à margem posterior do quadrado, com o  simplético em contato com o quadrado	<http://purl.org/phenoscape/uuid/16992877-6536-4c8f-acf1-ef14a3d481b0>	[posterior margin and (part_of some symplectic)]	<http://purl.obolibrary.org/obo/PATO_0001633>	posterior to	<http://purl.org/phenoscape/uuid/fabfc81b-8702-4bc3-8346-2628b63814ef>	[posterior margin and (part_of some quadrate bone)]	position
Zhang_et_al_2009.xml	54	Pubotibialis and puboischiotibialis muscles	0	separate	<http://purl.obolibrary.org/obo/UBERON_0011914>	pubioischiotibialis muscle	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_4200122>	pubotibialis	structure
Schaefer_1987.xml	17	Dermal plates posterior to the anus	3	in all other Loricariids there is no contact of any post-anal plates	<http://purl.org/phenoscape/uuid/b855d4ee-5f88-4b16-bb30-5a4d7791d552>	[bony plate and (posterior_to some proctodeum)]	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/4a5da8c0-6b00-4c84-ab84-f5216091fff3>	[bony plate and (posterior_to some proctodeum)]	structure
Sawada_1982.xml	10	Parietal-pterotic bridge	1	present	<http://purl.obolibrary.org/obo/UBERON_2000576>	pterotic	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_0004865>	actinopterygian parietal bone	structure
Zanata_Vari_2005.xml	71	Position of posterior margin of maxilla	1	extending slightly beyond vertical through lateral blade of lateral ethmoid	<http://purl.org/phenoscape/uuid/43e9b10a-6265-42ed-be59-ede15545f8e2>	[posterior margin and (part_of some maxilla)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001616>	lateral ethmoid wing	position
Imamura_etal_2005.xml	23	Third preural centrum and hemal spine	0	autogenous	<http://purl.obolibrary.org/obo/UBERON_2002112>	preural 3 vertebra	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.org/phenoscape/uuid/0f50199d-ffae-4397-ad8a-1182841aa65c>	[hemal spine and (part_of some preural 3 vertebra)]	structure
Schaefer_1991.xml	13	Metapterygoid	0	contact is simple, involving either the entire metapterygoid dorsal margin or the posterodorsal corner only	<http://purl.obolibrary.org/obo/UBERON_2000240>	metapterygoid	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_2000226>	lateral ethmoid	structure
Schaefer_1991.xml	13	Metapterygoid	1	presence of a concave facet on the posterodorsal margin of the metapterygoid which articulates with a ridge or process of the lateral ethmoid	<http://purl.obolibrary.org/obo/UBERON_2000240>	metapterygoid	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_2000226>	lateral ethmoid	structure
Soares-Porto_1998.xml	18	Pectoral fin spine elongate, more than 35% of SL	1	elongate, more than 35% of SL	<http://purl.obolibrary.org/obo/UBERON_2001787>	pectoral fin spine	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_0000468>	multi-cellular organism	size
Soares-Porto_1998.xml	18	Pectoral fin spine elongate, more than 35% of SL	0	pectoral spine is relatively shorter, about 30% or less in standard length	<http://purl.obolibrary.org/obo/UBERON_2001787>	pectoral fin spine	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.obolibrary.org/obo/UBERON_0000468>	multi-cellular organism	size
Anderson_2007.xml	163	Humerus length	0	long (greater than 4 trunk centra)	<http://purl.obolibrary.org/obo/UBERON_0000976>	humerus	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.obolibrary.org/obo/UBERON_0009568>	trunk region of vertebral column	size
Grande_Poyato_1999.xml	60	Anterior neural arches	0	no contact with adjoining arches	<http://purl.obolibrary.org/obo/UBERON_2001253>	neural arch 2	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2001394>	neural arch 3	structure
Grande_Poyato_1999.xml	60	Anterior neural arches	2	overlapping contact with adjoining arches laterally	<http://purl.obolibrary.org/obo/UBERON_2001253>	neural arch 2	<http://purl.obolibrary.org/obo/PATO_0001590>	overlap with	<http://purl.obolibrary.org/obo/UBERON_2001394>	neural arch 3	structure
Ruta_and_Coates_2007.xml	260	Humerus 13 Posterolateral margin of entepicondyle lying distal relative to plane of radial and ulnar facets	1	no	<http://purl.org/phenoscape/uuid/8178ad3f-c5cc-43b9-997b-a39180c888f8>	[postero-lateral margin and (part_of some entepicondyle of humerus)]	<http://purl.obolibrary.org/obo/PATO_0001195>	proximal to	<http://purl.obolibrary.org/obo/UBERON_3000784>	ulnar condyle	position
Bornbusch_1995.xml	19	Ventral surface of the premaxilla	1	in <i>Kryptopterus schilbeides, K. cryptopterus</i> and the <i>K. limpok, K. bicirrhis</i> and <i>Ompok eugeneiatus</i> groups, the premaxilla includes a short, toothless lamina that extends from the medial corner of the bone	<http://purl.org/phenoscape/uuid/9f4a0c4a-eb9e-4356-a68a-db210a5cbeb5>	[ventral surface and (part_of some premaxilla)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001626>	premaxillary tooth	structure
Albert_2001.xml	180	Anterior vertebrae	0	close proximity between parapophyses of second vertebrae and os suspensorium	<http://purl.obolibrary.org/obo/UBERON_2001393>	parapophysis 2	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001171>	os suspensorium	position
dePinna_etal_2007.xml	3	Number of dentary tooth rows in adult specimens	1	more than one row of teeth present along the anterior half of length of tooth-bearing surface, plus some additional teeth located near symphysis	<http://purl.obolibrary.org/obo/UBERON_2001952>	dentary tooth row	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0004742>	dentary	position
dePinna_etal_2007.xml	3	Number of dentary tooth rows in adult specimens	0	more than one row of teeth extending along entire tooth-bearing surface of dentary	<http://purl.obolibrary.org/obo/UBERON_2001952>	dentary tooth row	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001952>	dentary tooth row	position
Albert_2001.xml	180	Anterior vertebrae	1	parapophyses of second vertebrae separated by distinct gap from the os suspensorium	<http://purl.obolibrary.org/obo/UBERON_2001393>	parapophysis 2	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2001171>	os suspensorium	position
Armbruster_2004.xml	48	Ridge on hyomandibula (contiguous with ridge on quadrate)	1	present	<http://purl.org/phenoscape/uuid/b6f51483-df6c-4783-a267-ea3be27dad1f>	[anatomical projection and (part_of some hyomandibular bone)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.org/phenoscape/uuid/11d96b1d-dcd3-40a1-8666-4a028638e03a>	[anatomical projection and (part_of some quadrate bone)]	position
Friel_1994.xml	103	Length of lateral line	0	lateral line complete to caudal-fin base	<http://purl.org/phenoscape/uuid/8e5be60e-d55f-4374-833f-678d5af9d897>	[posterior margin and (part_of some trunk sensory canal)]	<http://purl.obolibrary.org/obo/PATO_0002259>	adjacent to	<http://purl.org/phenoscape/uuid/9e293acf-9604-4728-8dd1-2fb70e935e33>	[anterior margin and (part_of some caudal fin)]	position
Buckup_1998.xml	73	Nasal bone	1	nasal bone directly anterior to and contiguous with supraorbital bone	<http://purl.obolibrary.org/obo/UBERON_0001681>	nasal bone	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_2000691>	supraorbital bone	structure
DiDario_1999.xml	1	Borda posterior da maxila	1	alcançando ou ultrapassando a margem posterior do pré-opérculo	<http://purl.org/phenoscape/uuid/62fce94d-d36d-411a-b09b-17e6ff957191>	[posterior margin and (part_of some maxilla)]	<http://purl.obolibrary.org/obo/PATO_0001633>	posterior to	<http://purl.org/phenoscape/uuid/6b76a4b6-b0cb-4122-aea3-8508ac42a877>	[posterior margin and (part_of some preopercle)]	position
Imamura_etal_2005.xml	14	Second to fourth pharyngobranchials	0	separated	<http://purl.obolibrary.org/obo/UBERON_2001912>	pharyngobranchial 3 element	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2001913>	pharyngobranchial 4 element	structure
Siebert_1987.xml	32	Preopercular laterosensory canal free from the preoperculum	0	absent	<http://purl.obolibrary.org/obo/UBERON_2001813>	preopercular sensory canal	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000264>	preopercle	structure
Siebert_1987.xml	32	Preopercular laterosensory canal free from the preoperculum	1	present	<http://purl.obolibrary.org/obo/UBERON_2001813>	preopercular sensory canal	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000264>	preopercle	structure
Arratia_1999.xml	87	In adult individuals, last epineural processes of neural arch belonging to caudal vertebrae	0	absent	<http://purl.org/phenoscape/uuid/bfded088-52df-4f7e-ad2b-6ad33ccac923>	[anatomical projection and (part_of some neural arch)]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2000734>	preural vertebra	structure
Buckup_1998.xml	59	Postcleithra 2 and 3	0	ossified as autogenous units	<http://purl.obolibrary.org/obo/UBERON_2001853>	postcleithrum 2	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2001854>	postcleithrum 3	structure
Evans_et_al_2008.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	0	unfused	<http://purl.obolibrary.org/obo/UBERON_0002445>	ulnare	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.obolibrary.org/obo/UBERON_0001432>	distal carpal bone 3	structure
Evans_et_al_2008.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	0	unfused	<http://purl.obolibrary.org/obo/UBERON_0002445>	ulnare	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.obolibrary.org/obo/UBERON_0001433>	distal carpal bone 4	structure
Evans_et_al_2008.xml	64	Postaxial carpals (ulnare and distals 5 and 4)	0	unfused	<http://purl.obolibrary.org/obo/UBERON_0002445>	ulnare	<http://purl.obolibrary.org/obo/PATO_0000651>	unfused from	<http://purl.obolibrary.org/obo/UBERON_0010739>	distal carpal bone 5	structure
Zanata_Vari_2005.xml	167	Arrangement of scales along posterodorsal margin of head	0	scales arranged along margin of supraoccipital spine	<http://purl.obolibrary.org/obo/UBERON_0007380>	dermal scale	<http://purl.obolibrary.org/obo/PATO_0002259>	adjacent to	<http://purl.obolibrary.org/obo/UBERON_2001783>	supraoccipital crest	position
Iwami_1985_notothenioidei_Tbl4-5.xml	16	Fifth hypural	0	separated	<http://purl.obolibrary.org/obo/UBERON_2001564>	hypural 5	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2001563>	hypural 4	structure
Bockman_1998.xml	205	Associação entre os hipurais 3 e 4	1	totalmente co-ossificados	<http://purl.obolibrary.org/obo/UBERON_2001562>	hypural 3	<http://purl.obolibrary.org/obo/PATO_0000642>	fused with	<http://purl.obolibrary.org/obo/UBERON_2001563>	hypural 4	structure
Wiley_etal_2000.xml	13	Distal parts of epineurals 2-5	1	in horizontal septum	<http://purl.org/phenoscape/uuid/69d6cc7e-68ef-408f-b9ba-05a67bb314b6>	[distal region and (part_of some epineural 3)]	<http://purl.obolibrary.org/obo/PATO_0002261>	located in	<http://purl.obolibrary.org/obo/UBERON_0003901>	horizontal septum	position
Mayden_1989.xml	91	Dermopterotics	a	extend over dialator fossa	<http://purl.obolibrary.org/obo/UBERON_2000663>	extrascapula	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2002039>	dilatator fossa	position
Mayden_1989.xml	91	Dermopterotics	b	no extension	<http://purl.obolibrary.org/obo/UBERON_2000663>	extrascapula	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_2002039>	dilatator fossa	position
Royero_1999.xml	12	Posttemporal (posttemporal-supracleithrum)	0	separated from medial nuchal plate	<http://purl.obolibrary.org/obo/UBERON_2000549>	posttemporal	<http://purl.obolibrary.org/obo/PATO_0001505>	separated from	<http://purl.obolibrary.org/obo/UBERON_2001817>	middle nuchal plate	structure
Zanata_Vari_2005.xml	125	Number of fin rays supported by posteriormost proximal radial of dorsal fin	1	one	<http://purl.obolibrary.org/obo/UBERON_2000947>	dorsal fin proximal radial bone	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_4000177>	dorsal fin lepidotrichium	structure
Zanata_Vari_2005.xml	125	Number of fin rays supported by posteriormost proximal radial of dorsal fin	0	two	<http://purl.obolibrary.org/obo/UBERON_2000947>	dorsal fin proximal radial bone	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_4000177>	dorsal fin lepidotrichium	structure
Sereno_2009.xml	80	Manual phalanx II-1, length	0	longer than the length of metacarpal 1	<http://purl.org/phenoscape/uuid/9dec0858-24c8-403d-9680-270f27dc65be>	[proximal phalanx of manus and (part_of some manual digit 2)]	<http://purl.obolibrary.org/obo/PATO_0000573>	increased length	<http://purl.obolibrary.org/obo/UBERON_0003645>	metacarpal bone of digit 1	size
DiDario_2004.xml	19	Margem anterior do vômer	1	posicionada posteriormente à margem anterior da cartilagem etmoidal	<http://purl.org/phenoscape/uuid/8884b9c9-083e-4da0-a70c-4e89f4ee9d13>	[anterior margin and (part_of some vomer)]	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.org/phenoscape/uuid/59f8c515-0552-4859-ab28-d7d5f9ca6771>	[anterior margin and (part_of some ethmoid cartilage)]	position
Royero_1999.xml	45	Basioccipital	1	with lateral process sutured to Baudelot's ligaments	<http://purl.org/phenoscape/uuid/c377443d-8c63-4a37-8a3f-e85ca8cf3876>	[anatomical projection and (part_of some (lateral region and (part_of some basioccipital bone)))]	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_2001683>	transcapular ligament	structure
Toledo-Piza_2007.xml	41	Premaxillary foramen that receives anteriormost dentary conical tooth	2	similar in size to posterior foramen	<http://purl.org/phenoscape/uuid/e596ab13-b6dd-426d-9d92-311f4b4d4136>	[bone foramen and (part_of some (anterior region and (part_of some premaxilla)))]	<http://purl.obolibrary.org/obo/PATO_0000117>	size	<http://purl.org/phenoscape/uuid/470a77cf-7fba-47a6-a4ef-70d7673c786d>	[bone foramen and (part_of some (posterior region and (part_of some premaxilla)))]	size
Cloutier_Arratia_2004.xml	10	Premaxillae (LUND et al. 1995, char. 2 in part; LUND 2000, char. 2 in part; LUND & POPLIN 2002, char. 3 in part)	0	premaxillae abutting medially	<http://purl.obolibrary.org/obo/UBERON_0002244>	premaxilla	<http://purl.obolibrary.org/obo/PATO_0001961>	in contact with	<http://purl.obolibrary.org/obo/UBERON_0002244>	premaxilla	structure
Sawada_1982.xml	6	The articulation between supraethmoid-ethmoid complex, and frontals	0	firm	<http://purl.obolibrary.org/obo/UBERON_2001403>	supraethmoid	<http://purl.obolibrary.org/obo/PATO_0000141>	structure	<http://purl.obolibrary.org/obo/UBERON_0004866>	actinopterygian frontal bone	structure
Sereno_2009.xml	97	Femoral anterior trochanter, height relative to greater trochanter	0	shorter	<http://purl.org/phenoscape/uuid/bee98558-1acc-4cb5-b0e9-8958b6fa2433>	[trochanter and (part_of some (anterior region and (part_of some femur)))]	<http://purl.obolibrary.org/obo/PATO_0000569>	decreased height	<http://purl.obolibrary.org/obo/UBERON_0002503>	greater trochanter	size
DiDario_2004.xml	112	Posição do processo coronóide na maxila inferior - multiestado ordenado	0	situado em uma região médio-posterior na maxila	<http://purl.obolibrary.org/obo/UBERON_0011598>	coronoid bone	<http://purl.obolibrary.org/obo/PATO_0000140>	position	<http://purl.obolibrary.org/obo/UBERON_0002397>	maxilla	position
