characterr,sentence,entityontoid,entitylabel,qualityontoid,qualitylabel
Posterior portion of the palatine,rod-like with a distal cartilage,BSPO:0000072^OBO_REL:part_of(TAO:0000620),posterior region(part_of(autopalatine)),PATO:0000586,increased size
Posterior portion of the palatine,rod-like with a distal cartilage,BSPO:0000072^OBO_REL:part_of(TAO:0000620),posterior region(part_of(autopalatine)),PATO:0001873,cylindrical
Posterior portion of the palatine,rod-like with a distal cartilage,BSPO:0000072^OBO_REL:part_of(TAO:0000620),posterior region(part_of(autopalatine)),PATO:0001873,cylindrical
Meckel's cartilage (nonadditive),"large, elongate and with an ascending portion along median side of the coronoid process of the mandible",BSPO:0000067^OBO_REL:part_of(TAO:0001205)^OBO_REL:adjacent_to(TAO:0001673),"medial side(part_of(Meckel's cartilage), adjacent_to(coronoid process))",PATO:0000570,increased height
Meckel's cartilage (nonadditive),"large, elongate and with an ascending portion along median side of the coronoid process of the mandible",BSPO:0000067^OBO_REL:part_of(TAO:0001205)^OBO_REL:adjacent_to(TAO:0001673),"medial side(part_of(Meckel's cartilage), adjacent_to(coronoid process))",PATO:0000570,increased height
Ornamentation of the preopercular horizontal branch,denticulation along the ventral border of the horizontal limb of the preoperculum,BSPO:0000684^OBO_REL:part_of(TAO:0000289),ventral margin(part_of(preopercle horizontal limb)),PATO:0001206,serrated
Ornamentation of the preopercular horizontal branch,denticulation along the ventral border of the horizontal limb of the preoperculum,BSPO:0000684^OBO_REL:part_of(TAO:0000289),ventral margin(part_of(preopercle horizontal limb)),PATO:0001206,serrated
Ornamentation of the preopercular horizontal branch,strong triangular spines along the ventral border of the horizontal limb of the preoperculum,BSPO:0000684^OBO_REL:part_of(TAO:0000289),ventral margin(part_of(preopercle horizontal limb)),PATO:0001206,serrated
Ornamentation of the preopercular horizontal branch,strong triangular spines along the ventral border of the horizontal limb of the preoperculum,BSPO:0000684^OBO_REL:part_of(TAO:0000289),ventral margin(part_of(preopercle horizontal limb)),PATO:0001206,serrated
Articular process of the premaxilla,ridge along the anterior border of the articular process of the premaxilla,BSPO:0000671^OBO_REL:part_of(TAO:0001747),anterior margin(part_of(lateral mesethmoid wing)),PATO:0000052,shape
Articular process of the premaxilla,ridge along the anterior border of the articular process of the premaxilla,BSPO:0000671^OBO_REL:part_of(TAO:0001747),anterior margin(part_of(lateral mesethmoid wing)),PATO:0000052,shape
Ornamentation on the posterior border of the cleithrum,posterior border of the cleithrum with one or several spines,BSPO:0000056^OBO_REL:part_of(TAO:0000184),posterior side(part_of(cleithrum)),PATO:0001365,spiny
Ornamentation on the posterior border of the cleithrum,posterior border of the cleithrum with one or several spines,BSPO:0000056^OBO_REL:part_of(TAO:0000184),posterior side(part_of(cleithrum)),PATO:0001365,spiny
Ornamentation on the posterior border of the cleithrum,smooth posterior border of the cleithrum,BSPO:0000672^OBO_REL:part_of(TAO:0000184),posterior margin(part_of(cleithrum)),PATO:0000701,smooth
Anterior development of the supraoccipital,anteriorly developed supraoccipital,BSPO:0000071^OBO_REL:part_of(TAO:0000595),anterior region(part_of(supraoccipital)),PATO:0000586,increased size
Anterior development of the supraoccipital,anteriorly developed supraoccipital,BSPO:0000071^OBO_REL:part_of(TAO:0000595),anterior region(part_of(supraoccipital)),PATO:0000586,increased size
Anterior development of the supraoccipital,supraoccipital confined posteriorly,BSPO:0000071^OBO_REL:part_of(TAO:0000595),anterior region(part_of(supraoccipital)),PATO:0000587,decreased size
Anterior development of the supraoccipital,supraoccipital confined posteriorly,BSPO:0000071^OBO_REL:part_of(TAO:0000595),anterior region(part_of(supraoccipital)),PATO:0000587,decreased size
Dorsal and ventral borders of the maxillary articular process,slightly curved ventrally,BSPO:0000684^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),ventral margin(part_of(process(part_of(maxilla)))),PATO:0001593,decreased curvature
Dorsal and ventral borders of the maxillary articular process,slightly curved ventrally,BSPO:0000684^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),ventral margin(part_of(process(part_of(maxilla)))),PATO:0001593,decreased curvature
Dorsal and ventral borders of the maxillary articular process,straight,BSPO:0000679^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),dorsal margin(part_of(process(part_of(maxilla)))),PATO:0002180,straight
Dorsal and ventral borders of the maxillary articular process,straight,BSPO:0000679^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),dorsal margin(part_of(process(part_of(maxilla)))),PATO:0002180,straight
Dorsal and ventral borders of the maxillary articular process,straight,BSPO:0000684^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),ventral margin(part_of(process(part_of(maxilla)))),PATO:0002180,straight
Dorsal and ventral borders of the maxillary articular process,straight,BSPO:0000684^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),ventral margin(part_of(process(part_of(maxilla)))),PATO:0002180,straight
Dorsal and ventral borders of the maxillary articular process,"very curved ventrally, almost describing an angle",BSPO:0000684^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),ventral margin(part_of(process(part_of(maxilla)))),PATO:0001592,increased curvature
Dorsal and ventral borders of the maxillary articular process,"very curved ventrally, almost describing an angle",BSPO:0000684^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000270)),ventral margin(part_of(process(part_of(maxilla)))),PATO:0001592,increased curvature
Posterior expansion of maxilla,elongate and narrow,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000573,increased length
Posterior expansion of maxilla,elongate and narrow,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000573,increased length
Posterior expansion of maxilla,elongate and narrow,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000599,decreased width
Posterior expansion of maxilla,elongate and narrow,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000599,decreased width
Posterior expansion of maxilla,reduced,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000587,decreased size
Posterior expansion of maxilla,reduced,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000587,decreased size
Posterior expansion of maxilla,"wide, blade-like",BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000600,increased width
Posterior expansion of maxilla,"wide, blade-like",BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000600,increased width
Posterior expansion of maxilla,"wide, blade-like",BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0002235,blade-like
Posterior expansion of maxilla,"wide, blade-like",BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0002235,blade-like
Posterior expansion of the maxilla,extremely short,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000587,decreased size
Posterior expansion of the maxilla,extremely short,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000587,decreased size
Posterior expansion of the maxilla,well developed,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000586,increased size
Posterior expansion of the maxilla,well developed,BSPO:0000072^OBO_REL:part_of(TAO:0000270),posterior region(part_of(maxilla)),PATO:0000586,increased size
Coronoid process,"roughly triangular, dorsally curved",BSPO:0000679^OBO_REL:part_of(TAO:0001673),dorsal margin(part_of(coronoid process)),PATO:0000406,curved
Coronoid process,"roughly triangular, dorsally curved",BSPO:0000679^OBO_REL:part_of(TAO:0001673),dorsal margin(part_of(coronoid process)),PATO:0000406,curved
Maximum height of the mandible reached in,"the anterior region, close to the symphysis",BSPO:0000071^OBO_REL:part_of(TAO:0000191),anterior region(part_of(dentary)),PATO:0000570,increased height
Maximum height of the mandible reached in,"the anterior region, close to the symphysis",BSPO:0000071^OBO_REL:part_of(TAO:0000191),anterior region(part_of(dentary)),PATO:0000570,increased height
Maximum height of the mandible reached in,the central region,BSPO:0000075^OBO_REL:part_of(TAO:0000191),central region(part_of(dentary)),PATO:0000570,increased height
Maximum height of the mandible reached in,the central region,BSPO:0000075^OBO_REL:part_of(TAO:0000191),central region(part_of(dentary)),PATO:0000570,increased height
Maximum height of the mandible reached in,the posterior region,BSPO:0000072^OBO_REL:part_of(TAO:0000191),posterior region(part_of(dentary)),PATO:0000570,increased height
Maximum height of the mandible reached in,the posterior region,BSPO:0000072^OBO_REL:part_of(TAO:0000191),posterior region(part_of(dentary)),PATO:0000570,increased height
Notch in the antero-dorsal border of the dentary,absent,BSPO:0000686^OBO_REL:part_of(TAO:0000191),antero-dorsal margin(part_of(dentary)),PATO:0002180,straight
Notch in the antero-dorsal border of the dentary,absent,BSPO:0000686^OBO_REL:part_of(TAO:0000191),antero-dorsal margin(part_of(dentary)),PATO:0002180,straight
Notch in the antero-dorsal border of the dentary,present,BSPO:0000686^OBO_REL:part_of(TAO:0000191),antero-dorsal margin(part_of(dentary)),PATO:0001495,notched
Notch in the antero-dorsal border of the dentary,present,BSPO:0000686^OBO_REL:part_of(TAO:0000191),antero-dorsal margin(part_of(dentary)),PATO:0001495,notched
Posterodorsal margin of exoccipitals covered with cartilage or fibrocartilage,absent,BSPO:0000687^OBO_REL:part_of(TAO:0000661),postero-dorsal margin(part_of(exoccipital)),PATO:0000141,structure
Posterodorsal margin of exoccipitals covered with cartilage or fibrocartilage,absent,BSPO:0000687^OBO_REL:part_of(TAO:0000661),postero-dorsal margin(part_of(exoccipital)),PATO:0000141,structure
Posterodorsal margin of exoccipitals covered with cartilage or fibrocartilage,present,BSPO:0000687^OBO_REL:part_of(TAO:0000661),postero-dorsal margin(part_of(exoccipital)),PATO:0000141,structure
Posterodorsal margin of exoccipitals covered with cartilage or fibrocartilage,present,BSPO:0000687^OBO_REL:part_of(TAO:0000661),postero-dorsal margin(part_of(exoccipital)),PATO:0000141,structure
Preoperculum,"narrow, without posterior expansion",BSPO:0000072^OBO_REL:part_of(TAO:0000264),posterior region(part_of(preopercle)),PATO:0000587,decreased size
Preoperculum,"narrow, without posterior expansion",BSPO:0000072^OBO_REL:part_of(TAO:0000264),posterior region(part_of(preopercle)),PATO:0000587,decreased size
Preoperculum,"preoperculum narrow, but with an elongate posterior expansion at the angle between the limbs",BSPO:0000072^OBO_REL:part_of(TAO:0000264),posterior region(part_of(preopercle)),PATO:0000586,increased size
Preoperculum,"preoperculum narrow, but with an elongate posterior expansion at the angle between the limbs",BSPO:0000072^OBO_REL:part_of(TAO:0000264),posterior region(part_of(preopercle)),PATO:0000586,increased size
Preoperculum,"preoperculum wide, posterior expansion very broad",BSPO:0000072^OBO_REL:part_of(TAO:0000264),posterior region(part_of(preopercle)),PATO:0000586,increased size
Preoperculum,"preoperculum wide, posterior expansion very broad",BSPO:0000072^OBO_REL:part_of(TAO:0000264),posterior region(part_of(preopercle)),PATO:0000586,increased size
Supraorbital,"present and highly developed, very robust, anteriorly acute and posteriorly rounded",BSPO:0000071^OBO_REL:part_of(TAO:0000691),anterior region(part_of(supraorbital bone)),PATO:0001500,tapered
Supraorbital,"present and highly developed, very robust, anteriorly acute and posteriorly rounded",BSPO:0000071^OBO_REL:part_of(TAO:0000691),anterior region(part_of(supraorbital bone)),PATO:0001500,tapered
Supraorbital,"present and highly developed, very robust, anteriorly acute and posteriorly rounded",BSPO:0000072^OBO_REL:part_of(TAO:0000691),posterior region(part_of(supraorbital bone)),PATO:0000411,round
Supraorbital,"present and highly developed, very robust, anteriorly acute and posteriorly rounded",BSPO:0000072^OBO_REL:part_of(TAO:0000691),posterior region(part_of(supraorbital bone)),PATO:0000411,round
Frontals,"quite large, except in their anterior end",BSPO:0000071^OBO_REL:part_of(TAO:0000514),anterior region(part_of(frontal bone)),PATO:0000599,decreased width
Frontals,"quite large, except in their anterior end",BSPO:0000071^OBO_REL:part_of(TAO:0000514),anterior region(part_of(frontal bone)),PATO:0000599,decreased width
Frontals,"quite narrow, except in their postorbital region",BSPO:0000070^OBO_REL:part_of(TAO:0000514)^BSPO:0000099(TAO:0001967),"anatomical region(part_of(frontal bone), posterior_to(orbit))",PATO:0000600,increased width
Frontals,"quite narrow, except in their postorbital region",BSPO:0000070^OBO_REL:part_of(TAO:0000514)^BSPO:0000099(TAO:0001967),"anatomical region(part_of(frontal bone), posterior_to(orbit))",PATO:0000600,increased width
Frontals,wide and anteriorly shortened,BSPO:0000071^OBO_REL:part_of(TAO:0000514),anterior region(part_of(frontal bone)),PATO:0000936,truncated
Frontals,wide and anteriorly shortened,BSPO:0000071^OBO_REL:part_of(TAO:0000514),anterior region(part_of(frontal bone)),PATO:0000936,truncated
Lateral border of the frontal,forms part of lateral margin of cranium,BSPO:0000682^OBO_REL:part_of(TAO:0000514^OBO_REL:part_of(BSPO:0000682^OBO_REL:part_of(TAO:0000737))),lateral margin(part_of(frontal bone(part_of(lateral margin(part_of(cranium)))))),PATO:0000467,present
Lateral border of the frontal,"lateral border of the frontal not forms part of lateral margin of cranium, i.e. lateral margin at level of orbit is occupied by lateral section of sphenotic",BSPO:0000682^OBO_REL:part_of(TAO:0000514^OBO_REL:part_of(BSPO:0000682^OBO_REL:part_of(TAO:0000737))),lateral margin(part_of(frontal bone(part_of(lateral margin(part_of(cranium)))))),PATO:0000462,absent
Nasal bone,bifurcated anteriorly producing a Y-shape extension,BSPO:0000071^OBO_REL:part_of(TAO:0000365),anterior region(part_of(nasal bone)),PATO:0001201,Y-shaped
Nasal bone,bifurcated anteriorly producing a Y-shape extension,BSPO:0000071^OBO_REL:part_of(TAO:0000365),anterior region(part_of(nasal bone)),PATO:0001201,Y-shaped
Nasal bone,bifurcated anteriorly producing a Y-shape extension,BSPO:0000071^OBO_REL:part_of(TAO:0000365),anterior region(part_of(nasal bone)),PATO:0001784,bifurcated
Nasal bone,bifurcated anteriorly producing a Y-shape extension,BSPO:0000071^OBO_REL:part_of(TAO:0000365),anterior region(part_of(nasal bone)),PATO:0001784,bifurcated
Nasal bone,slender and not bifurcated,BSPO:0000071^OBO_REL:part_of(TAO:0000365),anterior region(part_of(nasal bone)),PATO:0000414,unbranched
Nasal bone,slender and not bifurcated,BSPO:0000071^OBO_REL:part_of(TAO:0000365),anterior region(part_of(nasal bone)),PATO:0000414,unbranched
Anterior border of hypobranchials,straight,BSPO:0000671^OBO_REL:part_of(TAO:0001893),anterior margin(part_of(hypobranchial element)),PATO:0002180,straight
Anterior border of hypobranchials,straight,BSPO:0000671^OBO_REL:part_of(TAO:0001893),anterior margin(part_of(hypobranchial element)),PATO:0002180,straight
Anterior border of hypobranchials,strongly concave,BSPO:0000671^OBO_REL:part_of(TAO:0001893),anterior margin(part_of(hypobranchial element)),PATO:0001857,concave
Anterior border of hypobranchials,strongly concave,BSPO:0000671^OBO_REL:part_of(TAO:0001893),anterior margin(part_of(hypobranchial element)),PATO:0001857,concave
Medial tips of first two epibranchials,bordering anteriorly third pharyngobranchial,BSPO:0000083^OBO_REL:part_of(TAO:0001905),medial region(part_of(epibranchial 1 element)),PATO:0000140,position
Medial tips of first two epibranchials,bordering anteriorly third pharyngobranchial,BSPO:0000083^OBO_REL:part_of(TAO:0001906),medial region(part_of(epibranchial 2 element)),PATO:0000140,position
Medial tips of first two epibranchials,not extending medially in front of third pharyngobranchial,BSPO:0000083^OBO_REL:part_of(TAO:0001905),medial region(part_of(epibranchial 1 element)),PATO:0000140,position
Medial tips of first two epibranchials,not extending medially in front of third pharyngobranchial,BSPO:0000083^OBO_REL:part_of(TAO:0001906),medial region(part_of(epibranchial 2 element)),PATO:0000140,position
Lateral border of frontal,continuous with sphenotic,BSPO:0000682^OBO_REL:part_of(TAO:0000514),lateral margin(part_of(frontal bone)),PATO:0000140,position
Lateral border of frontal,"sphenotic with a deep concavity, the sphenotic forming a long anterior spine-process",BSPO:0000682^OBO_REL:part_of(TAO:0000514),lateral margin(part_of(frontal bone)),PATO:0000140,position
Maxillary barbel in adult male,with ossification of internal core,BSPO:0000033^OBO_REL:part_of(TAO:0001938),deep region(part_of(maxillary barbel)),PATO:0001448,ossified
Maxillary barbel in adult male,with ossification of internal core,BSPO:0000033^OBO_REL:part_of(TAO:0001938),deep region(part_of(maxillary barbel)),PATO:0001448,ossified
Maxillary barbel in adult male,with ossification of internal core,BSPO:0000033^OBO_REL:part_of(TAO:0001938),deep region(part_of(maxillary barbel)),PATO:0001448,ossified
Large tympanic area of humeral region,"covered by epiaxial muscle, leaving a small area",BSPO:0000070^BSPO:0000099(TAO:0001161),anatomical region(posterior_to(pectoral fin)),PATO:0000141,structure
Large tympanic area of humeral region,"covered by epiaxial muscle, leaving a small area",BSPO:0000070^BSPO:0000099(TAO:0001161),anatomical region(posterior_to(pectoral fin)),PATO:0000141,structure
Large tympanic area of humeral region,"visible through skin, sometime exposing lateral wall of swimbladder",BSPO:0000070^BSPO:0000099(TAO:0001161),anatomical region(posterior_to(pectoral fin)),PATO:0000141,structure
Large tympanic area of humeral region,"visible through skin, sometime exposing lateral wall of swimbladder",BSPO:0000070^BSPO:0000099(TAO:0001161),anatomical region(posterior_to(pectoral fin)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),ending abruptly at posterocaudal section,BSPO:0000672^OBO_REL:part_of(TAO:0000486),posterior margin(part_of(parietal bone)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),ending abruptly at posterocaudal section,BSPO:0000672^OBO_REL:part_of(TAO:0000486),posterior margin(part_of(parietal bone)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),ending abruptly at posterocaudal section,BSPO:0000672^OBO_REL:part_of(TAO:0001412),posterior margin(part_of(epiotic)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),ending abruptly at posterocaudal section,BSPO:0000672^OBO_REL:part_of(TAO:0001412),posterior margin(part_of(epiotic)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),posterocaudal section of parietal and epiotic continuous with epiotic process,BSPO:0000672^OBO_REL:part_of(TAO:0000486),posterior margin(part_of(parietal bone)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),posterocaudal section of parietal and epiotic continuous with epiotic process,BSPO:0000672^OBO_REL:part_of(TAO:0000486),posterior margin(part_of(parietal bone)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),posterocaudal section of parietal and epiotic continuous with epiotic process,BSPO:0000672^OBO_REL:part_of(TAO:0001412),posterior margin(part_of(epiotic)),PATO:0000141,structure
Posterior border of parietal and epiotic (cranial roof),posterocaudal section of parietal and epiotic continuous with epiotic process,BSPO:0000672^OBO_REL:part_of(TAO:0001412),posterior margin(part_of(epiotic)),PATO:0000141,structure
Lateral border of sphenotic and pterotic,forming a deep concavity,BSPO:0000682^OBO_REL:part_of(TAO:0000576),lateral margin(part_of(pterotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,forming a deep concavity,BSPO:0000682^OBO_REL:part_of(TAO:0000576),lateral margin(part_of(pterotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,forming a deep concavity,BSPO:0000682^OBO_REL:part_of(TAO:0000587),lateral margin(part_of(sphenotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,forming a deep concavity,BSPO:0000682^OBO_REL:part_of(TAO:0000587),lateral margin(part_of(sphenotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000576),lateral margin(part_of(pterotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000576),lateral margin(part_of(pterotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000576),lateral margin(part_of(pterotic)),PATO:0002180,straight
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000576),lateral margin(part_of(pterotic)),PATO:0002180,straight
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000587),lateral margin(part_of(sphenotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000587),lateral margin(part_of(sphenotic)),PATO:0001857,concave
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000587),lateral margin(part_of(sphenotic)),PATO:0002180,straight
Lateral border of sphenotic and pterotic,straight or slightly concave,BSPO:0000682^OBO_REL:part_of(TAO:0000587),lateral margin(part_of(sphenotic)),PATO:0002180,straight
Posterolateral border of sphenotic,"border concave, leaving with posterior part of articulation to hyomandibular exposed",BSPO:0000047^OBO_REL:part_of(TAO:0000587),postero-lateral margin(part_of(sphenotic)),PATO:0001857,concave
Posterolateral border of sphenotic,"border concave, leaving with posterior part of articulation to hyomandibular exposed",BSPO:0000047^OBO_REL:part_of(TAO:0000587),postero-lateral margin(part_of(sphenotic)),PATO:0001857,concave
Posterolateral border of sphenotic,"straight or slightly concave, not leaving exposing articulation with hyomandibular",BSPO:0000047^OBO_REL:part_of(TAO:0000587),postero-lateral margin(part_of(sphenotic)),PATO:0001857,concave
Posterolateral border of sphenotic,"straight or slightly concave, not leaving exposing articulation with hyomandibular",BSPO:0000047^OBO_REL:part_of(TAO:0000587),postero-lateral margin(part_of(sphenotic)),PATO:0001857,concave
Posterolateral border of sphenotic,"straight or slightly concave, not leaving exposing articulation with hyomandibular",BSPO:0000047^OBO_REL:part_of(TAO:0000587),postero-lateral margin(part_of(sphenotic)),PATO:0002180,straight
Posterolateral border of sphenotic,"straight or slightly concave, not leaving exposing articulation with hyomandibular",BSPO:0000047^OBO_REL:part_of(TAO:0000587),postero-lateral margin(part_of(sphenotic)),PATO:0002180,straight
Supraoccipital process,"elongate, extending beyond parietal or epiotic and posterior part of cranium",BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0000573,increased length
Supraoccipital process,"elongate, extending beyond parietal or epiotic and posterior part of cranium",BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0000573,increased length
Supraoccipital process,"elongate, extending beyond parietal or epiotic and posterior part of cranium",BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0001633,posterior to
Supraoccipital process,"elongate, extending beyond parietal or epiotic and posterior part of cranium",BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0001633,posterior to
Supraoccipital process,"elongate, extending beyond parietal or epiotic and posterior part of cranium",BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0001633,posterior to
Supraoccipital process,truncate posteriorly and not extending beyond posterior border of cranium,BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0000140,position
Supraoccipital process,truncate posteriorly and not extending beyond posterior border of cranium,BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0000574,decreased length
Supraoccipital process,truncate posteriorly and not extending beyond posterior border of cranium,BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0000574,decreased length
Supraoccipital process,truncate posteriorly and not extending beyond posterior border of cranium,BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0000936,truncated
Supraoccipital process,truncate posteriorly and not extending beyond posterior border of cranium,BSPO:0000072^OBO_REL:part_of(TAO:0001783),posterior region(part_of(supraoccipital crest)),PATO:0000936,truncated
Posterior nuchal plate,"horizontal, broadly rounded, expanded caudally in horizontal plane",BSPO:0000072^OBO_REL:part_of(TAO:0001820),posterior region(part_of(posterior nuchal plate)),PATO:0001602,distended
Posterior nuchal plate,"horizontal, broadly rounded, expanded caudally in horizontal plane",BSPO:0000072^OBO_REL:part_of(TAO:0001820),posterior region(part_of(posterior nuchal plate)),PATO:0001602,distended
Dorsal cranial surface,"sculptured, rugged or smooth",BSPO:0000079^OBO_REL:part_of(TAO:0000737),dorsal region(part_of(cranium)),PATO:0000150,texture
Dorsal cranial surface,"with extremely cancellous bone, with numerous longitudinal grooves",BSPO:0000079^OBO_REL:part_of(TAO:0000737),dorsal region(part_of(cranium)),PATO:0000150,texture
Ventral bar of parasphenoid,flattened,BSPO:0000068^OBO_REL:part_of(TAO:0000561),ventral side(part_of(parasphenoid)),PATO:0000052,shape
Ventral bar of parasphenoid,flattened,BSPO:0000068^OBO_REL:part_of(TAO:0000561),ventral side(part_of(parasphenoid)),PATO:0000052,shape
Ventral bar of parasphenoid,parasphenoid with a ventral keel,BSPO:0000068^OBO_REL:part_of(TAO:0000561),ventral side(part_of(parasphenoid)),PATO:0000052,shape
Ventral bar of parasphenoid,parasphenoid with a ventral keel,BSPO:0000068^OBO_REL:part_of(TAO:0000561),ventral side(part_of(parasphenoid)),PATO:0000052,shape
Anteroventral section of articular process of sphenotic,forming well developed ridge that forms part of the optic cavity,BSPO:0000027^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000587)),antero-ventral region(part_of(process(part_of(sphenotic)))),PATO:0000052,shape
Anteroventral section of articular process of sphenotic,forming well developed ridge that forms part of the optic cavity,BSPO:0000027^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000587)),antero-ventral region(part_of(process(part_of(sphenotic)))),PATO:0000052,shape
Anteroventral section of articular process of sphenotic,posterior concavity forming a deep tunnel,BSPO:0000027^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000587)),antero-ventral region(part_of(process(part_of(sphenotic)))),PATO:0000052,shape
Anteroventral section of articular process of sphenotic,posterior concavity forming a deep tunnel,BSPO:0000027^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000587)),antero-ventral region(part_of(process(part_of(sphenotic)))),PATO:0000052,shape
Anteroventral section of articular process of sphenotic,without ridge,BSPO:0000027^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000587)),antero-ventral region(part_of(process(part_of(sphenotic)))),PATO:0000052,shape
Anteroventral section of articular process of sphenotic,without ridge,BSPO:0000027^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000587)),antero-ventral region(part_of(process(part_of(sphenotic)))),PATO:0000052,shape
Orbitosphenoid,with a ventrolateral expansion forming inferior wall to optic cavity that in some cases is expanded into a deep bridge,BSPO:0000085^OBO_REL:part_of(TAO:0000253),ventro-lateral region(part_of(orbitosphenoid)),PATO:0000586,increased size
Orbitosphenoid,with a ventrolateral expansion forming inferior wall to optic cavity that in some cases is expanded into a deep bridge,BSPO:0000085^OBO_REL:part_of(TAO:0000253),ventro-lateral region(part_of(orbitosphenoid)),PATO:0000586,increased size
Orbitosphenoid,without a ventrolateral expansion,BSPO:0000085^OBO_REL:part_of(TAO:0000253),ventro-lateral region(part_of(orbitosphenoid)),PATO:0000587,decreased size
Orbitosphenoid,without a ventrolateral expansion,BSPO:0000085^OBO_REL:part_of(TAO:0000253),ventro-lateral region(part_of(orbitosphenoid)),PATO:0000587,decreased size
Lower surface of epiotic,"oval, without a posteroventral process (ventral sheet)",BSPO:0000084^OBO_REL:part_of(TAO:0001412),ventral region(part_of(epiotic)),PATO:0000947,elliptic
Lower surface of epiotic,"oval, without a posteroventral process (ventral sheet)",BSPO:0000084^OBO_REL:part_of(TAO:0001412),ventral region(part_of(epiotic)),PATO:0000947,elliptic
